,phrase,label,sentiment,subjectivity,language,count
Klimakrisen-Wahlempfehlung“,Klimakrisen-Wahlempfehlung“,MISC,,,de,1.9
russische Armee,russische Armee,MISC,,,de,1.9
The Information,The Information,MISC,,,de,1.9
iPhone Air,iPhone Air,MISC,,,de,1.9
Gr…,Gr…,MISC,,,de,1.9
Ratgeber,Ratgeber,MISC,,,de,1.9
AMOC,AMOC,MISC,,,de,1.9
Trump,Trump,MISC,,,de,1.9
Wetter-Vorhersage,Wetter-Vorhersage,MISC,-0.6363636363636362,0.0,de,1.9
Woc…,Woc…,MISC,,,de,1.9
Unsere Sonne,Unsere Sonne,MISC,,,de,1.9
spanische,spanische,MISC,,,de,1.9
Experten-Talk,Experten-Talk,MISC,,,de,1.9
Science Lounge,Science Lounge,MISC,,,de,1.9
Härtetest,Härtetest,MISC,,,de,1.9
EABG,EABG,MISC,,,de,1.9
Erneuerbaren-Ausbau-Beschleunigungs-Gesetz,Erneuerbaren-Ausbau-Beschleunigungs-Gesetz,MISC,,,de,1.9
Wetter in Nordrhein-Westfalen“,Wetter in Nordrhein-Westfalen“,MISC,,,de,1.9
chinesische,chinesische,MISC,,,de,1.9
Elektronik-Architektur,Elektronik-Architektur,MISC,,,de,1.9
Schoc…,Schoc…,MISC,,,de,1.9
Wetterbilanz“,Wetterbilanz“,MISC,,,de,1.9
Grüner Wasserstoff,Grüner Wasserstoff,MISC,,,de,1.9
Deutsche Weininstitut,Deutsche Weininstitut,MISC,,,de,1.9
Tesla-Rivale Rivian,Tesla-Rivale Rivian,MISC,,,de,1.9
Nutella,Nutella,MISC,1.4,0.0,de,1.9
Wochenstart“,Wochenstart“,MISC,,,de,1.9
YouTube,YouTube,MISC,,,de,1.9
Nussschokolade,Nussschokolade,MISC,,,de,1.9
Hardcore-Surfer,Hardcore-Surfer,MISC,,,de,1.9
Windräder,Windräder,MISC,0.25,0.0,de,1.9
Herbst,Herbst,MISC,0.0,0.0,de,1.9
Sturm und Regen,Sturm und Regen,MISC,,,de,1.9
Schulden-Politik,Schulden-Politik,MISC,,,de,1.9
Prognose“,Prognose“,MISC,,,de,1.9
F…,F…,MISC,0.0,0.0,de,1.9
Die Presse“,Die Presse“,MISC,,,de,1.9
Heizungsgesetzes,Heizungsgesetzes,MISC,,,de,1.9
Das Wettermuster,Das Wettermuster,MISC,,,de,1.9
LONDON,LONDON,MISC,,,de,1.9
Reformen,Reformen,MISC,0.7,0.0,de,1.9
Olympischen Spielen,Olympischen Spielen,MISC,,,de,1.9
Irankriegs,Irankriegs,MISC,,,de,1.9
Energiewende-Gesetz,Energiewende-Gesetz,MISC,,,de,1.9
Winterdienst“,Winterdienst“,MISC,,,de,1.9
soziale,soziale,MISC,,,de,1.9
Jasmin,Jasmin,MISC,,,de,1.9
AKW,AKW,MISC,,,de,1.9
Biker,Biker,MISC,,,de,1.9
Kurzes Intermezzo,Kurzes Intermezzo,MISC,,,de,1.9
Schneefall“,Schneefall“,MISC,,,de,1.9
Diskurs über die Klimakrise,Diskurs über die Klimakrise,MISC,,,de,1.9
Todesfällen,Todesfällen,MISC,,,de,1.9
Fraunhofer-Instituts,Fraunhofer-Instituts,MISC,,,de,1.9
P…,P…,MISC,,,de,1.9
Millio…,Millio…,MISC,,,de,1.9
The smarter E,The smarter E,MISC,,,de,1.9
Der erste Schnee,Der erste Schnee,MISC,,,de,1.9
Eiswein-Ernte,Eiswein-Ernte,MISC,,,de,1.9
Unterschiede,Unterschiede,MISC,,,de,1.9
Wintersportgebiete“,Wintersportgebiete“,MISC,,,de,1.9
Winterspielen,Winterspielen,MISC,,,de,1.9
Südkoreanische,Südkoreanische,MISC,,,de,1.9
Ski-Weltcup,Ski-Weltcup,MISC,,,de,1.9
Schnee und Eis,Schnee und Eis,MISC,,,de,1.9
bayerischen,bayerischen,MISC,,,de,1.9
Tiere“,Tiere“,MISC,,,de,1.9
Wintereinbruch“,Wintereinbruch“,MISC,,,de,1.9
Frühstart in den Schnee,Frühstart in den Schnee,MISC,,,de,1.9
Kölner,Kölner,MISC,,,de,1.9
Schü­le­r,Schü­le­r,MISC,,,de,1.9
thailändischen,thailändischen,MISC,,,de,1.9
Feine Schwaden,Feine Schwaden,MISC,,,de,1.9
Lobby-Einfluss,Lobby-Einfluss,MISC,,,de,1.9
Woch…,Woch…,MISC,,,de,1.9
Krieg,Krieg,MISC,,,de,1.9
Lithium-Akkus,Lithium-Akkus,MISC,,,de,1.9
Auf Branchenevents,Auf Branchenevents,MISC,,,de,1.9
türkische,türkische,MISC,,,de,1.9
Wetterausblick“,Wetterausblick“,MISC,,,de,1.9
Wärmepumpe,Wärmepumpe,MISC,0.3684210526315789,0.0,de,1.9
steirische,steirische,MISC,,,de,1.9
UN-Konventionen,UN-Konventionen,MISC,,,de,1.9
bayerische,bayerische,MISC,,,de,1.9
schwedischen,schwedischen,MISC,,,de,1.9
Winterwetter“,Winterwetter“,MISC,,,de,1.9
Waffenruhe,Waffenruhe,MISC,,,de,1.9
Saarland“,Saarland“,MISC,,,de,1.9
Mensc…,Mensc…,MISC,,,de,1.9
June 29,June 29,MISC,,,de,1.9
HiTHIUM,HiTHIUM,MISC,,,de,1.9
Vorjahres,Vorjahres,MISC,0.0,0.5263157894736842,de,1.9
Wiener,Wiener,MISC,,,de,1.9
G…,G…,MISC,,,de,1.9
Der römische Traum“,Der römische Traum“,MISC,,,de,1.9
russischen,russischen,MISC,,,de,1.7000000000000006
ukrainische,ukrainische,MISC,,,de,1.7000000000000006
ukrainischen,ukrainischen,MISC,,,de,1.5000000000000004
russische,russische,MISC,,,de,1.4000000000000004
Krieg in der Ukraine,Krieg in der Ukraine,MISC,,,de,1.3000000000000003
Schilf-Glasflügelzikade,Schilf-Glasflügelzikade,MISC,,,de,1.3000000000000003
Tatort“,Tatort“,MISC,,,de,1.2000000000000002
Krisenvorsorge,Krisenvorsorge,MISC,,,de,1.2000000000000002
Russische,Russische,MISC,,,de,1.2000000000000002
Die Nibelungen,Die Nibelungen,MISC,,,de,1.2000000000000002
Artenschutz“,Artenschutz“,MISC,,,de,1.1
a…,a…,MISC,,,de,1.1
Münchner,Münchner,MISC,,,de,1.1
afrikanischen,afrikanischen,MISC,,,de,1.1
tschechischer,tschechischer,MISC,,,de,1.1
Casting-Update,Casting-Update,MISC,,,de,1.1
Fans lieben,Fans lieben,MISC,,,de,1.1
Sturmtief,Sturmtief,MISC,0.0,0.0,de,1.1
Flut-Hölle,Flut-Hölle,MISC,,,de,1.1
Schulen“,Schulen“,MISC,,,de,1.1
Jahr 2013,Jahr 2013,MISC,,,de,1.1
Mercedes 380 SLC,Mercedes 380 SLC,MISC,,,de,1.1
Krieg in der Ukraine“,Krieg in der Ukraine“,MISC,,,de,1.1
RTL+,RTL+,MISC,,,de,1.1
Naturschutz“,Naturschutz“,MISC,,,de,1.1
z…,z…,MISC,,,de,1.1
Sci-Fi-Star,Sci-Fi-Star,MISC,,,de,1.1
Superfood,Superfood,MISC,,,de,1.1
Fung Wong“,Fung Wong“,MISC,,,de,1.1
Hurrikan,Hurrikan,MISC,,,de,1.1
Kriegswinter,Kriegswinter,MISC,,,de,1.1
Tatort,Tatort,MISC,,,de,1.1
Heimatschutzregiment,Heimatschutzregiment,MISC,,,de,1.1
nic…,nic…,MISC,,,de,1.1
"Eiswelt""-Ausstellung","Eiswelt""-Ausstellung",MISC,,,de,1.1
südkoreanische,südkoreanische,MISC,,,de,1.0
minus 8 Grad,minus 8 Grad,MISC,,,de,1.0
Herbst in Berlin,Herbst in Berlin,MISC,,,de,1.0
D…,D…,MISC,0.0,0.0,de,1.0
Zehn Jahre nach dem Abkommen von Paris,Zehn Jahre nach dem Abkommen von Paris,MISC,,,de,1.0
Corporate Girls,Corporate Girls,MISC,,,de,1.0
Judy Winter,Judy Winter,MISC,,,de,1.0
Glückwunsch,Glückwunsch,MISC,,,de,1.0
Straßenverkehr“,Straßenverkehr“,MISC,,,de,1.0
Licht im Dunkeln,Licht im Dunkeln,MISC,,,de,1.0
"Dinosaurier
","Dinosaurier
",MISC,,,de,1.0
Mode im Herbst: Tradwives,Mode im Herbst: Tradwives,MISC,,,de,1.0
Fischen…,Fischen…,MISC,,,de,1.0
Eiskunst“,Eiskunst“,MISC,,,de,1.0
H…,H…,MISC,,,de,1.0
Frieden zerbrechlich und,Frieden zerbrechlich und,MISC,,,de,1.0
Pariser Klimaabkommen,Pariser Klimaabkommen,MISC,,,de,1.0
tausendjährliches,tausendjährliches,MISC,,,de,1.0
Wir trauern um die Millionen Opfer,Wir trauern um die Millionen Opfer,MISC,,,de,1.0
Stall“,Stall“,MISC,,,de,1.0
minus 8 Grad“,minus 8 Grad“,MISC,,,de,1.0
Schn…,Schn…,MISC,,,de,1.0
Neue Leuchten:,Neue Leuchten:,MISC,,,de,1.0
Wegrechen,Wegrechen,MISC,,,de,1.0
Hause der Strom,Hause der Strom,MISC,,,de,1.0
Laub auf dem Rasen,Laub auf dem Rasen,MISC,,,de,1.0
Frieden zerbrechlich,Frieden zerbrechlich,MISC,,,de,1.0
Schön hell,Schön hell,MISC,,,de,1.0
Nasskaltes Wetter zum Wochenstart und Schnee,Nasskaltes Wetter zum Wochenstart und Schnee,MISC,,,de,1.0
Rote Harzkühe,Rote Harzkühe,MISC,,,de,1.0
Atemwegsinfekte,Atemwegsinfekte,MISC,,,de,1.0
Zeit um …,Zeit um …,MISC,,,de,1.0
Zahl der Toten,Zahl der Toten,MISC,,,de,1.0
VW,VW,MISC,,,de,1.0
Drei Haselnüsse für Aschenbrödel,Drei Haselnüsse für Aschenbrödel,MISC,,,de,1.0
"Frühling in Deutschland
","Frühling in Deutschland
",MISC,,,de,1.0
Der Ibiza-Winter,Der Ibiza-Winter,MISC,,,de,1.0
lin…,lin…,MISC,,,de,1.0
Drei Haselnüsse für Aschenbrödel“,Drei Haselnüsse für Aschenbrödel“,MISC,,,de,1.0
Ibiza-Winter,Ibiza-Winter,MISC,,,de,1.0
Komfort,Komfort,MISC,,,de,1.0
goldene Herbst,goldene Herbst,MISC,,,de,1.0
goldenen Herbst,goldenen Herbst,MISC,,,de,1.0
Fros…,Fros…,MISC,,,de,1.0
Apfelpreis,Apfelpreis,MISC,,,de,1.0
Tag des Apfels“,Tag des Apfels“,MISC,,,de,1.0
Fahrzeug-Architektur“,Fahrzeug-Architektur“,MISC,,,de,1.0
Elektroautos“,Elektroautos“,MISC,,,de,1.0
Elektroauto,Elektroauto,MISC,0.3684210526315789,0.0,de,1.0
Badegäste,Badegäste,MISC,,,de,1.0
Jedes Jahr fallen,Jedes Jahr fallen,MISC,,,de,1.0
Ungewöhnliches Freibad“,Ungewöhnliches Freibad“,MISC,,,de,1.0
Sommergruß,Sommergruß,MISC,,,de,1.0
C-Straße,C-Straße,MISC,,,de,1.0
Wochenbeginn,Wochenbeginn,MISC,,,de,1.0
Olympi…,Olympi…,MISC,,,de,1.0
Chefredaktion,Chefredaktion,MISC,,,de,1.0
Millionen-Forderung,Millionen-Forderung,MISC,,,de,1.0
Herbst-Wochenende,Herbst-Wochenende,MISC,-1.0,0.0,de,1.0
Alle vier Jahre,Alle vier Jahre,MISC,,,de,1.0
Wischer,Wischer,MISC,,,de,1.0
Winterspiele,Winterspiele,MISC,,,de,1.0
Bayerische,Bayerische,MISC,,,de,1.0
Botanik-Kolumne,Botanik-Kolumne,MISC,,,de,1.0
Kartoffeln-Wahnsinn,Kartoffeln-Wahnsinn,MISC,,,de,1.0
italienischen,italienischen,MISC,,,de,1.0
Berlin/Peine,Berlin/Peine,MISC,,,de,1.0
Uh…,Uh…,MISC,,,de,1.0
Euro Steuermittel,Euro Steuermittel,MISC,,,de,1.0
WM-Qualifikation,WM-Qualifikation,MISC,,,de,1.0
Initiative“,Initiative“,MISC,,,de,1.0
Signal…,Signal…,MISC,,,de,1.0
Nacht gepr…,Nacht gepr…,MISC,,,de,1.0
Parteitag“,Parteitag“,MISC,,,de,1.0
Körnern,Körnern,MISC,,,de,1.0
Erholungskurs,Erholungskurs,MISC,0.15000000000000002,0.0,de,1.0
To the Lighthouse,To the Lighthouse,MISC,,,de,1.0
Herbst schöner,Herbst schöner,MISC,,,de,1.0
Die Zeit der Finsternis,Die Zeit der Finsternis,MISC,,,de,1.0
Unser Planet,Unser Planet,MISC,,,de,1.0
Schnee und Eis auf den Straßen,Schnee und Eis auf den Straßen,MISC,,,de,1.0
Tag und Nacht,Tag und Nacht,MISC,,,de,1.0
Wochenbeginn“,Wochenbeginn“,MISC,,,de,1.0
Trübes und kühles Herbstwochenende,Trübes und kühles Herbstwochenende,MISC,,,de,1.0
A2“,A2“,MISC,,,de,1.0
Skigebiete“,Skigebiete“,MISC,,,de,1.0
Tor seines Lebens,Tor seines Lebens,MISC,,,de,1.0
Co:…,Co:…,MISC,,,de,1.0
Canadian Premier League,Canadian Premier League,MISC,,,de,1.0
Ukrainische,Ukrainische,MISC,,,de,1.0
Polar-Express,Polar-Express,MISC,,,de,1.0
CSU-Politiker,CSU-Politiker,MISC,,,de,1.0
Ba…,Ba…,MISC,,,de,1.0
Scho...,Scho...,MISC,,,de,1.0
Winterdienst-Saison“,Winterdienst-Saison“,MISC,,,de,1.0
Schlechtwetter-Sommer“,Schlechtwetter-Sommer“,MISC,,,de,1.0
Snapping 2025/Snap Dance“,Snapping 2025/Snap Dance“,MISC,,,de,1.0
Stürmischer Wochenstart,Stürmischer Wochenstart,MISC,,,de,1.0
Der Mann,Der Mann,MISC,,,de,1.0
Umstrittenes Fest“,Umstrittenes Fest“,MISC,,,de,1.0
he...,he...,MISC,,,de,1.0
Wechselhaft und windiges Wetter +++ Auf der Wasserkuppe,Wechselhaft und windiges Wetter +++ Auf der Wasserkuppe,MISC,,,de,1.0
Der Start,Der Start,MISC,,,de,1.0
Rückzugsmöglichkei…,Rückzugsmöglichkei…,MISC,,,de,1.0
Wetterlage“,Wetterlage“,MISC,,,de,1.0
Zwei Jahre,Zwei Jahre,MISC,,,de,1.0
argentinische,argentinische,MISC,,,de,1.0
Bewirtschaftetes Land,Bewirtschaftetes Land,MISC,,,de,1.0
Wein“,Wein“,MISC,,,de,1.0
Das Tiefdruckgebiet «Joshua,Das Tiefdruckgebiet «Joshua,MISC,,,de,1.0
Wintergruß“,Wintergruß“,MISC,,,de,1.0
Regimentsappell“,Regimentsappell“,MISC,,,de,1.0
Gefrierbeuteln,Gefrierbeuteln,MISC,,,de,1.0
Linienbus,Linienbus,MISC,,,de,1.0
Sturmtief“,Sturmtief“,MISC,,,de,1.0
Grad herrs…,Grad herrs…,MISC,,,de,1.0
Wochenstar…,Wochenstar…,MISC,,,de,1.0
Mord im Alten Land,Mord im Alten Land,MISC,,,de,1.0
Freak Circus,Freak Circus,MISC,,,de,1.0
römische,römische,MISC,,,de,1.0
Gen…,Gen…,MISC,,,de,1.0
Olympischen Winterspiele,Olympischen Winterspiele,MISC,,,de,1.0
Zwei Jahre nach dem,Zwei Jahre nach dem,MISC,,,de,1.0
Termine…,Termine…,MISC,,,de,1.0
Ein halbes Jahr,Ein halbes Jahr,MISC,,,de,1.0
Termine,Termine,MISC,,,de,1.0
ukrainischen Angriff,ukrainischen Angriff,MISC,,,de,1.0
BILD-Reporter,BILD-Reporter,MISC,,,de,1.0
Rettun…,Rettun…,MISC,,,de,1.0
Der Sportsender Dyn,Der Sportsender Dyn,MISC,,,de,1.0
Der Countdown,Der Countdown,MISC,,,de,1.0
Weltcup-Saison,Weltcup-Saison,MISC,,,de,1.0
ju…,ju…,MISC,,,de,1.0
Date Ideen,Date Ideen,MISC,,,de,1.0
Weiße Einfahrt,Weiße Einfahrt,MISC,,,de,1.0
Zweitliga-Meister,Zweitliga-Meister,MISC,,,de,1.0
Ballermann,Ballermann,MISC,,,de,1.0
Partyschlager“,Partyschlager“,MISC,,,de,1.0
Ballermann-Saison,Ballermann-Saison,MISC,,,de,1.0
Treimischer Teichen,Treimischer Teichen,MISC,,,de,1.0
Sa…,Sa…,MISC,,,de,1.0
Fröhliche Hungerspiele,Fröhliche Hungerspiele,MISC,,,de,1.0
Herbstmodus“,Herbstmodus“,MISC,,,de,1.0
Was macht der Klimawandel,Was macht der Klimawandel,MISC,,,de,1.0
Nervenkitzel,Nervenkitzel,MISC,,,de,1.0
Joshua“,Joshua“,MISC,,,de,1.0
Sturm Benjamin,Sturm Benjamin,MISC,,,de,1.0
Fischmarkt“,Fischmarkt“,MISC,,,de,1.0
Sturmflut“,Sturmflut“,MISC,,,de,1.0
Lasst welke Blätter,Lasst welke Blätter,MISC,,,de,1.0
Gefahr für Igel,Gefahr für Igel,MISC,,,de,1.0
Das Wochenende in Hessen,Das Wochenende in Hessen,MISC,,,de,1.0
Tragödie auf Korsika,Tragödie auf Korsika,MISC,,,de,1.0
Sturm auf Korsika,Sturm auf Korsika,MISC,,,de,1.0
Familien-Ausflug,Familien-Ausflug,MISC,,,de,1.0
Zwölf Jahre nach dem Hochwasser,Zwölf Jahre nach dem Hochwasser,MISC,,,de,1.0
Gefahr im Herbst,Gefahr im Herbst,MISC,,,de,1.0
Krisenfall“,Krisenfall“,MISC,,,de,1.0
Ein Herbsts…,Ein Herbsts…,MISC,,,de,1.0
Regen“,Regen“,MISC,,,de,1.0
Sturm,Sturm,MISC,-1.0,0.0,de,1.0
M…,M…,MISC,,,de,1.0
Paella,Paella,MISC,0.0,0.0,de,1.0
Spanischer,Spanischer,MISC,,,de,1.0
Exponiert k,Exponiert k,MISC,,,de,1.0
Sturm und Schnee,Sturm und Schnee,MISC,,,de,1.0
Reform“,Reform“,MISC,,,de,1.0
Corona-Zeit,Corona-Zeit,MISC,,,de,1.0
Hause aus bald,Hause aus bald,MISC,,,de,1.0
russischer,russischer,MISC,,,de,1.0
jedes Jahr Ende Oktober,jedes Jahr Ende Oktober,MISC,,,de,1.0
gute Zeit,gute Zeit,MISC,,,de,1.0
Moritzburger Schlossteiches,Moritzburger Schlossteiches,MISC,,,de,1.0
Besuchermagnet,Besuchermagnet,MISC,,,de,1.0
Uhren,Uhren,MISC,,,de,1.0
dieses Jahr,dieses Jahr,MISC,,,de,1.0
Kilome…,Kilome…,MISC,,,de,1.0
Jahr 1812,Jahr 1812,MISC,,,de,1.0
Angriff auf Moskau,Angriff auf Moskau,MISC,,,de,1.0
Herbst ist Einbruchzeit“,Herbst ist Einbruchzeit“,MISC,,,de,1.0
Einbruchs-Hochsaison Tipps,Einbruchs-Hochsaison Tipps,MISC,,,de,1.0
Ka…,Ka…,MISC,,,de,1.0
Bahnverkehrs,Bahnverkehrs,MISC,,,de,1.0
vo...,vo...,MISC,,,de,1.0
rumänischer,rumänischer,MISC,,,de,1.0
Furtwängler-„Tatort“,Furtwängler-„Tatort“,MISC,,,de,1.0
Agatha-Chris…,Agatha-Chris…,MISC,,,de,1.0
Herbs…,Herbs…,MISC,,,de,1.0
beste Zeit,beste Zeit,MISC,,,de,1.0
Google TV Streamer,Google TV Streamer,MISC,,,de,1.0
UN-Bericht,UN-Bericht,MISC,,,de,1.0
Einsamer Tanz im Hotelzimmer,Einsamer Tanz im Hotelzimmer,MISC,,,de,1.0
Lawi…,Lawi…,MISC,,,de,1.0
Extremwetter-Ereignisse,Extremwetter-Ereignisse,MISC,,,de,1.0
Alien“,Alien“,MISC,,,de,1.0
Insekten-Alien“,Insekten-Alien“,MISC,,,de,1.0
Wied…,Wied…,MISC,,,de,1.0
RTL+“,RTL+“,MISC,,,de,1.0
Insolvenzve…,Insolvenzve…,MISC,,,de,1.0
